10,3,1,1
10,3,2,1
10,3,3,1
10,3,4,1
10,7,1,1
10,7,2,1
10,7,3,1
10,7,4,1
10,10,1,1
10,10,2,1
10,10,3,1
10,10,4,1
15,3,1,1
15,3,2,1
15,3,3,1
15,3,4,4
15,7,1,1
15,7,2,1
15,7,3,1
15,7,4,4
15,10,1,1
15,10,2,1
15,10,3,1
15,10,4,2
20,3,1,1
20,3,2,1
20,3,3,2
20,3,4,13
20,7,1,1
20,7,2,1
20,7,3,1
20,7,4,5
20,10,1,1
20,10,2,1
20,10,3,1
20,10,4,8
26,3,1,1
26,3,2,1
26,3,3,5
26,7,1,1
26,7,2,1
26,7,3,5
26,10,1,1
26,10,2,1
26,10,3,4
